stage,epoch,step,loss,learning_rate,timestamp
pretrain,1,115000,2.40833426,0.000490960424026,2026-04-28T00:49:58
pretrain,1,115500,3.06522918,0.000490882184529,2026-04-28T00:50:37
pretrain,1,116000,2.77653813,0.0004908036149,2026-04-28T00:51:15
pretrain,1,116500,3.18965292,0.00049072471526,2026-04-28T00:51:53
pretrain,1,117000,4.98759651,0.000490645485731,2026-04-28T00:52:32
pretrain,1,117500,2.48732543,0.000490565926432,2026-04-28T00:53:11
pretrain,1,118000,2.80043459,0.000490486037486,2026-04-28T00:53:49
pretrain,1,118500,1.97482371,0.000490405819014,2026-04-28T00:54:28
pretrain,1,119000,2.37966561,0.00049032527114,2026-04-28T00:55:07
pretrain,1,119500,3.45931292,0.000490244393987,2026-04-28T00:55:45
pretrain,1,120000,3.49900556,0.000490163187678,2026-04-28T00:56:24
pretrain,1,120500,3.29520559,0.000490081652338,2026-04-28T00:57:05
pretrain,1,121000,2.10636759,0.000489999788091,2026-04-28T00:57:43
pretrain,1,121500,3.22912860,0.000489917595062,2026-04-28T00:58:21
pretrain,1,122000,3.05454540,0.000489835073377,2026-04-28T00:59:00
pretrain,1,122500,3.08997989,0.000489752223163,2026-04-28T00:59:38
pretrain,1,123000,2.81737471,0.000489669044545,2026-04-28T01:00:17
pretrain,1,123500,1.77632511,0.000489585537652,2026-04-28T01:00:55
pretrain,1,124000,2.97837353,0.00048950170261,2026-04-28T01:01:34
pretrain,1,124500,2.84590912,0.000489417539549,2026-04-28T01:02:13
pretrain,1,125000,4.53655863,0.000489333048596,2026-04-28T01:02:51
pretrain,1,125500,2.03175592,0.000489248229881,2026-04-28T01:03:31
pretrain,1,126000,2.18083930,0.000489163083534,2026-04-28T01:04:09
pretrain,1,126500,2.36767244,0.000489077609685,2026-04-28T01:04:47
pretrain,1,127000,2.91493344,0.000488991808465,2026-04-28T01:05:26
pretrain,1,127500,2.75625658,0.000488905680004,2026-04-28T01:06:04
pretrain,1,128000,2.08717155,0.000488819224435,2026-04-28T01:06:43
pretrain,1,128500,3.19026923,0.000488732441889,2026-04-28T01:07:21
pretrain,1,129000,3.19001174,0.0004886453325,2026-04-28T01:08:00
pretrain,1,129500,3.97261214,0.000488557896401,2026-04-28T01:08:39
pretrain,1,130000,2.55625653,0.000488470133724,2026-04-28T01:09:18
pretrain,1,130500,3.02045655,0.000488382044606,2026-04-28T01:09:57
pretrain,1,131000,2.79415727,0.00048829362918,2026-04-28T01:10:36
pretrain,1,131500,3.41061974,0.000488204887581,2026-04-28T01:11:15
pretrain,1,132000,2.32191801,0.000488115819945,2026-04-28T01:11:53
pretrain,1,132500,3.20804596,0.000488026426409,2026-04-28T01:12:31
pretrain,1,133000,2.03944731,0.000487936707109,2026-04-28T01:13:10
pretrain,1,133500,3.28838539,0.000487846662182,2026-04-28T01:13:49
pretrain,1,134000,3.08530807,0.000487756291766,2026-04-28T01:14:28
pretrain,1,134500,2.17255211,0.000487665595999,2026-04-28T01:15:07
pretrain,1,135000,2.73630786,0.000487574575021,2026-04-28T01:15:46
pretrain,1,135500,2.82832527,0.000487483228969,2026-04-28T01:16:26
pretrain,1,136000,3.37028027,0.000487391557984,2026-04-28T01:17:05
pretrain,1,136500,2.30957818,0.000487299562206,2026-04-28T01:17:43
pretrain,1,137000,2.09938359,0.000487207241775,2026-04-28T01:18:21
pretrain,1,137500,2.67599869,0.000487114596833,2026-04-28T01:19:00
pretrain,1,138000,3.77819586,0.000487021627522,2026-04-28T01:19:38
pretrain,1,138500,3.19606733,0.000486928333984,2026-04-28T01:20:17
pretrain,1,139000,2.20959973,0.00048683471636,2026-04-28T01:20:56
pretrain,1,139500,2.61064291,0.000486740774796,2026-04-28T01:21:35
pretrain,1,140000,2.39952922,0.000486646509433,2026-04-28T01:22:13
pretrain,1,140500,2.12720752,0.000486551920416,2026-04-28T01:22:54
pretrain,1,141000,2.56659985,0.000486457007891,2026-04-28T01:23:33
pretrain,1,141500,2.99180627,0.000486361772002,2026-04-28T01:24:11
pretrain,1,142000,1.69333947,0.000486266212894,2026-04-28T01:24:49
pretrain,1,142500,2.94901705,0.000486170330714,2026-04-28T01:25:28
pretrain,1,143000,2.92905188,0.000486074125608,2026-04-28T01:26:06
pretrain,1,143500,2.66359377,0.000485977597725,2026-04-28T01:26:44
pretrain,1,144000,2.74641681,0.00048588074721,2026-04-28T01:27:24
pretrain,1,144500,2.74692822,0.000485783574213,2026-04-28T01:28:03
pretrain,1,145000,3.64770341,0.000485686078881,2026-04-28T01:28:42
pretrain,1,145500,2.04419398,0.000485588261365,2026-04-28T01:29:20
pretrain,1,146000,1.72535312,0.000485490121813,2026-04-28T01:30:00
pretrain,1,146500,2.55799413,0.000485391660375,2026-04-28T01:30:39
pretrain,1,147000,2.42706895,0.000485292877203,2026-04-28T01:31:17
pretrain,1,147500,1.90158975,0.000485193772448,2026-04-28T01:31:56
pretrain,1,148000,3.00966382,0.00048509434626,2026-04-28T01:32:35
pretrain,1,148500,2.75727773,0.000484994598792,2026-04-28T01:33:13
pretrain,1,149000,1.81591022,0.000484894530196,2026-04-28T01:33:52
pretrain,1,149500,2.11425996,0.000484794140626,2026-04-28T01:34:31
pretrain,1,150000,2.22648478,0.000484693430234,2026-04-28T01:35:09
pretrain,1,150500,2.36515880,0.000484592399176,2026-04-28T01:35:49
pretrain,1,151000,1.65109694,0.000484491047605,2026-04-28T01:36:28
pretrain,1,151500,1.72420168,0.000484389375677,2026-04-28T01:37:06
pretrain,1,152000,2.46183062,0.000484287383546,2026-04-28T01:37:44
pretrain,1,152500,2.31973505,0.00048418507137,2026-04-28T01:38:23
pretrain,1,153000,2.30679226,0.000484082439303,2026-04-28T01:39:01
pretrain,1,153500,3.19071984,0.000483979487505,2026-04-28T01:39:40
pretrain,1,154000,2.13295341,0.00048387621613,2026-04-28T01:40:18
pretrain,1,154500,2.97905302,0.000483772625339,2026-04-28T01:40:57
pretrain,1,155000,2.55197001,0.000483668715288,2026-04-28T01:41:35
